token|nan|ts|endTs|punctuation|case|tags|wer_tags
-50|nan|||.|CA|['995:CARDINAL']|['995']
Um|nan|||,|UC|[]|[]
and|nan||||LC|[]|[]
regarding|nan|||,|LC|[]|[]
Honduras|nan|||,|UC|[]|['1006']
the|nan||||LC|[]|[]
reality|nan||||LC|[]|[]
is|nan||||LC|[]|[]
that|nan||||LC|[]|[]
we|nan||||LC|[]|[]
have|nan||||LC|[]|[]
started|nan||||LC|[]|[]
to|nan||||LC|[]|[]
see|nan||||LC|[]|[]
various|nan||||LC|[]|[]
dynamics|nan||||LC|[]|[]
in|nan||||LC|[]|[]
the|nan||||LC|[]|[]
market|nan|||.|LC|[]|[]
Um|nan|||,|UC|[]|[]
in|nan||||LC|[]|[]
2020|nan|||,|CA|['993:YEAR']|['1007', '993', '996']
January|nan||||UC|[]|['1008']
and|nan||||LC|[]|[]
February|nan||||UC|[]|['1009']
were|nan||||LC|[]|[]
very|nan||||LC|[]|[]
good|nan||||LC|[]|[]
months|nan||||LC|[]|['1010']
in|nan||||LC|[]|[]
terms|nan||||LC|[]|[]
of|nan||||LC|[]|[]
the|nan||||LC|[]|['1011']
month|nan|||.|LC|[]|['1011']
Some|nan||||UC|[]|[]
things|nan||||LC|[]|[]
were|nan||||LC|[]|[]
going|nan||||LC|[]|[]
way|nan||||LC|[]|[]
better|nan||||LC|[]|[]
than|nan||||LC|[]|[]
in|nan||||LC|[]|[]
Honduras|nan|||.|UC|[]|['1012']
And|nan||||UC|[]|[]
with|nan||||LC|[]|[]
the|nan||||LC|[]|[]
recovery|nan||||LC|[]|[]
of|nan||||LC|[]|[]
and|nan||||LC|[]|[]
the|nan||||LC|[]|[]
market|nan|||,|LC|[]|[]
as|nan||||LC|[]|[]
Camilo|nan||||UC|[]|['1013']
mentioned|nan|||,|LC|[]|[]
we|nan||||LC|[]|[]
may|nan||||LC|[]|[]
still|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
we|nan||||LC|[]|[]
may|nan||||LC|[]|[]
still|nan||||LC|[]|[]
don't|nan||||LC|[]|[]
have|nan||||LC|[]|[]
enough|nan||||LC|[]|[]
visibility|nan|||,|LC|[]|[]
um|nan|||,|LC|[]|[]
and|nan||||LC|[]|[]
we|nan||||LC|[]|[]
need|nan||||LC|[]|[]
more|nan||||LC|[]|['1014']
weeks|nan||||LC|[]|['1014']
to|nan||||LC|[]|[]
really|nan||||LC|[]|[]
know|nan||||LC|[]|[]
what|nan||||LC|[]|[]
it's|nan||||LC|['999:CONTRACTION']|['999']
going|nan||||LC|['1000:CONTRACTION']|['1000']
to|nan||||LC|['1000:CONTRACTION']|['1000']
be|nan||||LC|[]|[]
like|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
the|nan||||LC|[]|[]
normal|nan||||LC|[]|[]
demand|nan||||LC|[]|[]
in|nan||||LC|[]|[]
Honduras|nan||||UC|[]|['1015']
again|nan|||.|LC|[]|[]
Uh|nan|||,|UC|[]|[]
up|nan||||LC|[]|[]
to|nan||||LC|[]|[]
now|nan||||LC|[]|[]
we're|nan||||LC|['1001:CONTRACTION']|['1001']
at|nan||||LC|[]|[]
peace|nan||||LC|[]|[]
with|nan||||LC|[]|[]
the|nan||||LC|[]|[]
dynamics|nan|||,|LC|[]|[]
if|nan||||LC|[]|[]
the|nan||||LC|[]|[]
market|nan||||LC|[]|[]
continues|nan||||LC|[]|[]
recording|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
we|nan||||LC|[]|[]
foresee|nan||||LC|[]|[]
a|nan||||LC|[]|[]
scenario|nan||||LC|[]|[]
in|nan||||LC|[]|[]
which|nan||||LC|[]|[]
we|nan||||LC|[]|[]
can't|nan||||LC|[]|[]
start|nan|||,|LC|[]|[]
um|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
practical|nan||||LC|[]|[]
strategizing|nan||||LC|[]|[]
in|nan||||LC|[]|[]
Honduras|nan||||UC|[]|['1016']
similar|nan||||LC|[]|[]
to|nan||||LC|[]|[]
one|nan||||LC|[]|[]
that|nan||||LC|[]|[]
we|nan||||LC|['1002:CONTRACTION']|['1002']
are|nan||||LC|['1002:CONTRACTION']|['1002']
executing|nan||||LC|[]|[]
in|nan|||,|LC|[]|[]
in|nan||||LC|[]|[]
Colombia|nan|||.|UC|[]|['1017']
I|nan||||CA|[]|[]
don't|nan||||LC|['1003:CONTRACTION']|['1003']
know|nan||||LC|['1003:CONTRACTION']|['1003']
Camilo|nan|||,|UC|[]|['1018']
if|nan||||LC|[]|[]
could|nan||||LC|[]|[]
react|nan||||LC|[]|[]
to|nan||||LC|[]|[]
that|nan|||.|LC|[]|[]
Some|nan||||UC|[]|[]
color|nan|||.|LC|[]|[]
Just|nan||||UC|[]|[]
to|nan||||LC|[]|[]
mention|nan||||LC|[]|[]
that|nan|||,|LC|[]|[]
um|nan|||,|LC|[]|[]
this|nan|||,|LC|[]|[]
this|nan||||LC|[]|[]
was|nan||||LC|[]|[]
previously|nan||||LC|[]|[]
addressed|nan||||LC|[]|[]
as|nan||||LC|[]|[]
well|nan|||,|LC|[]|[]
that|nan||||LC|[]|[]
um|nan|||,|LC|[]|[]
the|nan||||LC|[]|[]
tariff|nan||||LC|[]|[]
is|nan||||LC|[]|[]
something|nan||||LC|[]|[]
we've|nan||||LC|[]|[]
been|nan|||,|LC|[]|[]
you|nan||||LC|[]|[]
know|nan|||,|LC|[]|[]
have|nan||||LC|[]|[]
discussed|nan||||LC|[]|[]
so|nan||||LC|[]|[]
that|nan||||LC|[]|[]
could|nan||||LC|[]|[]
potentially|nan|||,|LC|[]|[]
um|nan|||,|LC|[]|[]
benefit|nan||||LC|[]|[]
as|nan||||LC|[]|[]
well|nan||||LC|[]|[]
the|nan||||LC|[]|[]
direction|nan||||LC|[]|[]
of|nan||||LC|[]|[]
the|nan||||LC|[]|[]
prices|nan||||LC|[]|[]
in|nan||||LC|[]|[]
the|nan||||LC|[]|[]
market|nan|||,|LC|[]|[]
um|nan|||,|LC|[]|[]
and|nan||||LC|[]|[]
uh|nan|||,|LC|[]|[]
again|nan|||,|LC|[]|[]
starting|nan||||LC|[]|[]
on|nan||||LC|[]|[]
December|nan||||UC|[]|['1021']
following|nan||||LC|[]|[]
through|nan||||LC|[]|[]
to|nan||||LC|[]|[]
the|nan|||,|LC|[]|[]
the|nan||||LC|[]|[]
middle|nan||||LC|[]|[]
of|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
March|nan||||UC|[]|['1022']
we|nan||||LC|[]|[]
had|nan||||LC|[]|[]
a|nan||||LC|[]|[]
very|nan||||LC|[]|[]
strong|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
in|nan||||LC|[]|[]
the|nan||||LC|[]|[]
country|nan|||,|LC|[]|[]
which|nan|||,|LC|[]|[]
which|nan||||LC|[]|[]
I|nan||||CA|[]|[]
think|nan||||LC|[]|[]
is|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
is|nan||||LC|[]|[]
very|nan||||LC|[]|[]
funny|nan|||.|LC|[]|[]
Because|nan||||UC|['1019:CONTRACTION']|['1019']
you'll|nan||||LC|['1020:CONTRACTION']|['1020']
see|nan||||LC|[]|[]
how|nan||||LC|[]|[]
the|nan||||LC|[]|[]
recovery|nan||||LC|[]|[]
goes|nan||||LC|[]|[]
and|nan|||,|LC|[]|[]
um|nan|||,|LC|[]|[]
what|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
programs|nan||||LC|[]|[]
that|nan||||LC|[]|[]
the|nan|||,|LC|[]|[]
um|nan|||,|LC|[]|[]
the|nan||||LC|[]|[]
government|nan||||LC|[]|[]
recover|nan||||LC|[]|[]
to|nan||||LC|[]|[]
the|nan||||LC|[]|[]
economy|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
but|nan|||,|LC|[]|[]
um|nan|||,|LC|[]|[]
definitely|nan||||LC|[]|[]
construction|nan||||LC|[]|[]
sector|nan||||LC|[]|[]
for|nan||||LC|[]|[]
a|nan||||LC|[]|[]
country|nan||||LC|[]|[]
like|nan||||LC|[]|[]
Honduras|nan||||UC|[]|['1023']
is|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
is|nan||||LC|[]|[]
a|nan||||LC|[]|[]
pretty|nan||||LC|[]|[]
core|nan||||LC|[]|[]
sector|nan||||LC|[]|[]
to|nan|||,|LC|[]|[]
to|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
this|nan||||LC|[]|[]
part|nan||||LC|[]|[]
and|nan||||LC|[]|[]
to|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
secure|nan||||LC|[]|[]
as|nan||||LC|[]|[]
part|nan||||LC|[]|[]
of|nan||||LC|[]|[]
their|nan||||LC|[]|[]
jobs|nan||||LC|[]|[]
for|nan||||LC|[]|[]
the|nan||||LC|[]|[]
country|nan|||.|LC|[]|[]
Great|nan|||.|UC|[]|[]
Thank|nan||||UC|[]|[]
you|nan||||LC|[]|[]
very|nan||||LC|[]|[]
much|nan|||.|LC|[]|[]
Thank|nan||||UC|[]|[]
you|nan|||.|LC|[]|[]
Our|nan||||UC|[]|[]
next|nan||||LC|[]|[]
question|nan|||,|LC|[]|[]
its|nan||||LC|[]|[]
Andres|nan||||UC|[]|['1024']
Soto|nan||||UC|[]|['1024']
with|nan||||LC|[]|[]
Santander|nan|||.|UC|[]|['2040']
Good|nan||||UC|[]|[]
morning|nan||||LC|[]|['1029']
everybody|nan|||,|LC|[]|[]
and|nan||||LC|[]|[]
thank|nan||||LC|[]|[]
you|nan||||LC|[]|[]
for|nan||||LC|[]|[]
the|nan||||LC|[]|[]
presentation|nan|||.|LC|[]|[]
I|nan|||,|CA|[]|[]
I|nan||||CA|[]|[]
found|nan||||LC|[]|[]
very|nan||||LC|[]|[]
interesting|nan||||LC|[]|[]
your|nan||||LC|[]|[]
comments|nan||||LC|[]|[]
about|nan|||,|LC|[]|[]
um|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
significant|nan||||LC|[]|[]
decline|nan||||LC|[]|[]
of|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
cement|nan||||LC|[]|[]
and|nan||||LC|[]|[]
clinker|nan||||LC|[]|[]
imports|nan||||LC|[]|[]
in|nan||||LC|[]|[]
Columbia|nan||||UC|[]|['1030']
this|nan||||LC|[]|['1031']
year|nan||||LC|[]|['1031']
and|nan||||LC|[]|[]
also|nan||||LC|[]|[]
the|nan||||LC|[]|[]
potential|nan|||,|LC|[]|[]
the|nan||||LC|[]|[]
tariffs|nan||||LC|[]|[]
that|nan||||LC|[]|[]
were|nan||||LC|[]|[]
implemented|nan||||LC|[]|[]
in|nan||||LC|[]|[]
Panama|nan||||UC|[]|['1032']
and|nan||||LC|[]|[]
potentially|nan||||LC|[]|[]
implemented|nan||||LC|[]|[]
in|nan||||LC|[]|[]
Honduras|nan||||UC|[]|['1033']
as|nan||||LC|[]|[]
well|nan|||.|LC|[]|[]
So|nan||||UC|[]|[]
I'd|nan||||UC|['1027:CONTRACTION']|['1027']
like|nan||||LC|[]|[]
to|nan||||LC|[]|[]
understand|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
how|nan||||LC|[]|[]
much|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
imports|nan||||LC|[]|[]
represents|nan||||LC|[]|[]
from|nan||||LC|[]|[]
each|nan||||LC|[]|[]
of|nan||||LC|[]|[]
those|nan||||LC|[]|[]
markets|nan|||?|LC|[]|[]
I|nan||||CA|[]|[]
mean|nan|||,|LC|[]|[]
how|nan||||LC|[]|[]
much|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
importers|nan|||,|LC|[]|[]
either|nan||||LC|[]|[]
cement|nan||||LC|[]|[]
or|nan||||LC|[]|[]
clinker|nan||||LC|[]|[]
was|nan||||LC|[]|[]
percentage|nan||||LC|[]|[]
of|nan||||LC|[]|[]
the|nan||||LC|[]|[]
Columbia|nan||||UC|[]|['1034']
in|nan||||LC|[]|[]
the|nan||||LC|[]|[]
market|nan||||LC|[]|[]
as|nan||||LC|[]|[]
of|nan||||LC|[]|[]
2019|nan|||?|CA|['1025:YEAR']|['1025', '1026', '1035']
And|nan||||UC|[]|[]
if|nan||||LC|[]|[]
can|nan||||LC|[]|[]
show|nan||||LC|[]|[]
the|nan||||LC|[]|[]
same|nan||||LC|[]|[]
number|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
for|nan||||LC|[]|[]
Panama|nan||||UC|[]|['1036']
and|nan||||LC|[]|[]
Honduras|nan||||UC|[]|['1037']
it|nan||||LC|['1028:CONTRACTION']|['1028']
will|nan||||LC|['1028:CONTRACTION']|['1028']
be|nan||||LC|[]|[]
very|nan||||LC|[]|[]
helpful|nan|||.|LC|[]|[]
Thank|nan||||UC|[]|[]
you|nan|||.|LC|[]|[]
Thank|nan||||UC|[]|[]
you|nan|||,|LC|[]|[]
um|nan|||,|LC|[]|[]
Andreas|nan|||.|UC|[]|['1041']
Uh|nan|||,|UC|[]|[]
importing|nan||||LC|[]|[]
into|nan||||LC|[]|[]
Colombia|nan|||,|UC|[]|['1042']
uh|nan|||,|LC|[]|[]
mainly|nan||||LC|[]|[]
clean|nan||||LC|[]|[]
care|nan||||LC|[]|[]
last|nan||||LC|[]|['1043']
year|nan||||LC|[]|['1043']
was|nan||||LC|[]|[]
up|nan||||LC|[]|[]
to|nan||||LC|[]|[]
600,000|nan||||LC|['1039:CARDINAL']|['1039', '1044']
pounds|nan|||.|LC|[]|['1044']
Uh|nan|||,|UC|[]|[]
importing|nan||||LC|[]|[]
to|nan||||LC|[]|[]
Honduras|nan||||UC|[]|['1045']
and|nan||||LC|[]|[]
Panama|nan|||,|UC|[]|['1046']
close|nan||||LC|[]|[]
to|nan||||LC|[]|[]
8%|nan||||LC|['1038:PERCENT']|['1038']
of|nan||||LC|[]|[]
the|nan||||LC|[]|[]
market|nan||||LC|[]|[]
in|nan||||LC|[]|[]
each|nan||||LC|[]|[]
of|nan||||LC|[]|[]
those|nan||||LC|[]|[]
markets|nan|||.|LC|[]|[]
Uh|nan|||,|UC|[]|[]
Panama|nan||||UC|[]|['1048']
cement|nan||||LC|[]|[]
and|nan|||,|LC|[]|[]
and|nan||||LC|[]|[]
Honduras|nan||||UC|[]|['1049']
as|nan||||LC|[]|[]
well|nan||||LC|[]|[]
on|nan||||LC|[]|[]
the|nan|||,|LC|[]|[]
the|nan||||LC|[]|[]
cement|nan|||.|LC|[]|[]
Uh|nan|||,|UC|[]|[]
in|nan||||LC|[]|[]
our|nan||||LC|[]|[]
opinion|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
the|nan||||LC|[]|[]
recent|nan||||LC|[]|[]
trends|nan||||LC|[]|[]
in|nan||||LC|[]|[]
our|nan||||LC|[]|[]
economy|nan||||LC|[]|[]
towards|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
you|nan||||LC|[]|[]
know|nan|||,|LC|[]|[]
supporting|nan||||LC|[]|[]
local|nan||||LC|[]|[]
industries|nan|||,|LC|[]|[]
is|nan||||LC|[]|[]
to|nan||||LC|[]|[]
protect|nan||||LC|[]|[]
employment|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
and|nan||||LC|[]|[]
especially|nan||||LC|[]|[]
in|nan||||LC|[]|[]
places|nan||||LC|[]|[]
such|nan||||LC|[]|[]
as|nan||||LC|[]|[]
Colombia|nan|||,|UC|[]|['1050']
where|nan||||LC|[]|[]
the|nan||||LC|[]|[]
prices|nan||||LC|[]|[]
are|nan||||LC|[]|[]
way|nan||||LC|[]|[]
below|nan||||LC|[]|[]
import|nan||||LC|[]|[]
prices|nan|||.|LC|[]|[]
It|nan||||UC|[]|[]
doesn't|nan||||LC|[]|[]
make|nan||||LC|[]|[]
any|nan||||LC|[]|[]
sense|nan||||LC|[]|[]
for|nan||||LC|[]|[]
the|nan||||LC|[]|[]
country|nan||||LC|[]|[]
to|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
use|nan||||LC|[]|[]
foreign|nan||||LC|[]|[]
reserves|nan||||LC|[]|[]
to|nan||||LC|[]|[]
input|nan||||LC|[]|[]
clean|nan||||LC|[]|[]
care|nan||||LC|[]|[]
where|nan||||LC|[]|[]
we|nan||||LC|[]|[]
have|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
enough|nan||||LC|[]|[]
local|nan||||LC|[]|[]
capacity|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
to|nan||||LC|[]|[]
supply|nan||||LC|[]|[]
the|nan|||,|LC|[]|[]
the|nan||||LC|[]|[]
industry|nan|||,|LC|[]|[]
local|nan||||LC|[]|[]
integrated|nan||||LC|[]|[]
producers|nan|||.|LC|[]|[]
So|nan||||UC|[]|[]
in|nan||||LC|[]|[]
our|nan||||LC|[]|[]
opinion|nan|||,|LC|[]|[]
that|nan||||LC|[]|[]
is|nan||||LC|[]|[]
a|nan||||LC|[]|[]
change|nan||||LC|[]|[]
that|nan||||LC|[]|[]
will|nan||||LC|[]|[]
prevail|nan||||LC|[]|[]
going|nan||||LC|[]|[]
forward|nan|||,|LC|[]|[]
Andreas|nan|||.|UC|[]|['1051']
That's|nan||||UC|[]|[]
very|nan||||LC|[]|[]
helpful|nan|||.|LC|[]|[]
Thank|nan||||UC|[]|[]
you|nan|||,|LC|[]|[]
Juan|nan||||UC|[]|['1052']
Esteban|nan|||.|UC|[]|['1052']
Thank|nan||||UC|[]|[]
you|nan|||.|LC|[]|[]
Our|nan||||UC|[]|[]
next|nan||||LC|[]|[]
question|nan||||LC|[]|[]
is|nan||||LC|[]|[]
from|nan||||LC|[]|[]
Francisco|nan||||UC|[]|['1053']
Suarez|nan||||UC|[]|['1053']
with|nan||||LC|[]|[]
Scotia|nan||||UC|[]|['1054']
Bank|nan|||.|UC|[]|['1054']
Hi|nan|||,|UC|[]|[]
thank|nan||||LC|[]|[]
you|nan||||LC|[]|[]
for|nan||||LC|[]|[]
the|nan||||LC|[]|[]
call|nan||||LC|[]|[]
this|nan||||LC|[]|['1057']
morning|nan|||.|LC|[]|['1057']
Um|nan|||,|UC|[]|[]
I|nan||||CA|[]|[]
hope|nan||||LC|[]|[]
you're|nan||||LC|['1055:CONTRACTION']|['1055']
all|nan||||LC|[]|[]
do|nan||||LC|[]|[]
well|nan||||LC|[]|[]
and|nan||||LC|[]|[]
healthy|nan||||LC|[]|[]
and|nan||||LC|[]|[]
you|nan||||LC|[]|[]
loved|nan||||LC|[]|[]
ones|nan|||.|LC|[]|[]
Uh|nan|||,|UC|[]|[]
congrats|nan||||LC|[]|[]
on|nan||||LC|[]|[]
the|nan||||LC|[]|[]
nice|nan||||LC|[]|[]
performance|nan||||LC|[]|[]
on|nan||||LC|[]|[]
margins|nan||||LC|[]|[]
in|nan||||LC|[]|[]
Colombia|nan||||UC|[]|['1058']
despite|nan||||LC|[]|[]
the|nan|||,|LC|[]|[]
the|nan||||LC|[]|[]
huge|nan||||LC|[]|[]
drop|nan||||LC|[]|[]
in|nan||||LC|[]|[]
volumes|nan||||LC|[]|[]
that|nan||||LC|[]|[]
tells|nan||||LC|[]|[]
you|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
a|nan||||LC|[]|[]
little|nan||||LC|[]|[]
bit|nan||||LC|[]|[]
about|nan||||LC|[]|[]
what|nan||||LC|[]|[]
you're|nan||||LC|['1056:CONTRACTION']|['1056']
doing|nan||||LC|[]|[]
progressing|nan||||LC|[]|[]
there|nan|||.|LC|[]|[]
The|nan||||UC|[]|[]
first|nan||||LC|[]|['1059']
that|nan||||LC|[]|[]
I|nan||||CA|[]|[]
have|nan||||LC|[]|[]
on|nan|||,|LC|[]|[]
are|nan||||LC|[]|[]
on|nan||||LC|[]|[]
the|nan||||LC|[]|['1060']
United|nan||||UC|[]|['1060']
States|nan||||UC|[]|['1060']
first|nan|||,|LC|[]|['1061']
what|nan||||LC|[]|[]
can|nan||||LC|[]|[]
we|nan||||LC|[]|[]
take|nan||||LC|[]|[]
commercially|nan||||LC|[]|[]
to|nan||||LC|[]|[]
be|nan||||LC|[]|[]
ready|nan||||LC|[]|[]
to|nan||||LC|[]|[]
be|nan||||LC|[]|[]
better|nan||||LC|[]|[]
positioned|nan||||LC|[]|[]
to|nan||||LC|[]|[]
sell|nan||||LC|[]|[]
more|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
cement|nan||||LC|[]|[]
to|nan|||,|LC|[]|[]
and|nan||||LC|[]|[]
ready|nan||||LC|[]|[]
mix|nan||||LC|[]|[]
to|nan||||LC|[]|[]
infrastructure|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
projects|nan|||?|LC|[]|[]
And|nan||||UC|[]|[]
secondly|nan|||,|LC|[]|['1062']
uh|nan|||,|LC|[]|[]
do|nan||||LC|[]|[]
you|nan||||LC|[]|[]
think|nan||||LC|[]|[]
that|nan||||LC|[]|[]
the|nan||||LC|[]|[]
overall|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
performance|nan||||LC|[]|[]
in|nan||||LC|[]|[]
densely|nan||||LC|[]|[]
populated|nan||||LC|[]|[]
regions|nan||||LC|[]|[]
in|nan||||LC|[]|[]
the|nan||||LC|[]|['1063']
United|nan||||UC|[]|['1063']
States|nan||||UC|[]|['1063']
might|nan||||LC|[]|[]
affects|nan||||LC|[]|[]
us|nan||||LC|[]|[]
more|nan||||LC|[]|[]
compared|nan||||LC|[]|[]
to|nan||||LC|[]|[]
all|nan||||LC|[]|[]
the|nan||||LC|[]|[]
regions|nan||||LC|[]|[]
within|nan||||LC|[]|[]
the|nan||||LC|[]|['1064']
United|nan||||UC|[]|['1064']
States|nan|||?|UC|[]|['1064']
Thank|nan||||UC|[]|[]
you|nan||||LC|[]|[]
so|nan||||LC|[]|[]
much|nan|||.|LC|[]|[]
Thank|nan||||UC|[]|[]
you|nan|||,|LC|[]|[]
Franco|nan|||,|UC|[]|['1071']
and|nan||||LC|[]|[]
thank|nan||||LC|[]|[]
you|nan||||LC|[]|[]
for|nan||||LC|[]|[]
your|nan||||LC|[]|[]
questions|nan|||.|LC|[]|[]
I'm|nan||||UC|['1069:CONTRACTION']|['1069']
very|nan|||,|LC|[]|[]
as|nan||||LC|[]|[]
well|nan||||LC|[]|[]
very|nan||||LC|[]|[]
pleased|nan||||LC|[]|[]
with|nan||||LC|[]|[]
the|nan||||LC|[]|[]
performance|nan||||LC|[]|[]
of|nan||||LC|[]|[]
our|nan||||LC|[]|[]
business|nan||||LC|[]|[]
in|nan||||LC|[]|[]
Colombia|nan|||.|UC|[]|['1072']
Just|nan||||UC|[]|[]
to|nan||||LC|[]|[]
give|nan||||LC|[]|[]
you|nan||||LC|[]|[]
an|nan||||LC|[]|[]
idea|nan||||LC|[]|[]
what|nan||||LC|[]|[]
EBITDA|nan||||CA|['1066:ABBREVIATION']|['1066']
margin|nan||||LC|[]|[]
per|nan||||LC|[]|[]
ton|nan|||:|LC|[]|[]
in|nan||||LC|[]|[]
January|nan||||UC|[]|['1073']
and|nan||||LC|[]|[]
February|nan||||UC|[]|['1074']
it|nan||||LC|[]|[]
was|nan||||LC|[]|[]
an|nan||||LC|[]|[]
excess|nan||||LC|[]|[]
of|nan||||LC|[]|[]
$30|nan||||CA|['1065:MONEY']|['1065']
per|nan||||LC|[]|[]
ton|nan||||LC|[]|[]
of|nan||||LC|[]|[]
EBITDA|nan|||.|CA|['1067:ABBREVIATION']|['1067']
Um|nan|||,|UC|[]|[]
the|nan||||LC|[]|[]
reality|nan||||LC|[]|[]
is|nan||||LC|[]|[]
that|nan|||,|LC|[]|[]
once|nan||||LC|[]|[]
the|nan||||LC|[]|['1077']
months|nan||||LC|[]|['1077']
start|nan||||LC|[]|[]
picking|nan||||LC|[]|[]
up|nan||||LC|[]|[]
we're|nan|||,|LC|['1070:CONTRACTION']|['1070']
um|nan|||,|LC|[]|[]
very|nan||||LC|[]|[]
confident|nan||||LC|[]|[]
that|nan||||LC|[]|[]
the|nan||||LC|[]|[]
profits|nan||||LC|[]|[]
will|nan||||LC|[]|[]
increase|nan||||LC|[]|[]
for|nan||||LC|[]|[]
our|nan||||LC|[]|[]
business|nan||||LC|[]|[]
in|nan||||LC|[]|[]
Colombia|nan||||UC|[]|['1078']
as|nan||||LC|[]|[]
we|nan||||LC|[]|[]
continue|nan||||LC|[]|[]
improving|nan||||LC|[]|[]
in|nan||||LC|[]|[]
a|nan|||,|LC|[]|[]
in|nan||||LC|[]|[]
a|nan||||LC|[]|[]
significant|nan||||LC|[]|[]
way|nan|||.|LC|[]|[]
To|nan||||UC|[]|[]
answer|nan||||LC|[]|[]
your|nan||||LC|[]|[]
question|nan||||LC|[]|[]
about|nan||||LC|[]|[]
the|nan||||LC|[]|[]
U.S|nan|||,|LC|['1279:FALLBACK']|['1079', '2041']
U.S|nan||||LC|['1280:FALLBACK']|['1080', '2042']
and|nan||||LC|[]|[]
market|nan||||LC|[]|[]
I|nan||||CA|[]|[]
would|nan||||LC|[]|[]
like|nan||||LC|[]|[]
to|nan||||LC|[]|[]
give|nan||||LC|[]|[]
to|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
Bill|nan||||UC|[]|['1081']
the|nan||||LC|[]|[]
question|nan|||.|LC|[]|[]
Yeah|nan|||,|UC|[]|[]
Fransisco|nan|||,|UC|[]|['1096']
thank|nan||||LC|[]|[]
you|nan||||LC|[]|[]
and|nan||||LC|[]|[]
good|nan||||LC|[]|[]
morning|nan|||.|LC|[]|[]
To|nan||||UC|[]|[]
answer|nan||||LC|[]|[]
your|nan||||LC|[]|[]
question|nan||||LC|[]|[]
regarding|nan||||LC|[]|[]
the|nan||||LC|[]|[]
infrastructure|nan|||,|LC|[]|[]
we|nan||||LC|[]|[]
feel|nan||||LC|[]|[]
like|nan|||,|LC|[]|[]
we|nan||||LC|[]|[]
feel|nan||||LC|[]|[]
like|nan||||LC|[]|[]
we|nan||||LC|['1092:CONTRACTION']|['1092']
are|nan||||LC|['1092:CONTRACTION']|['1092']
very|nan||||LC|[]|[]
well|nan||||LC|[]|[]
positioned|nan||||LC|[]|[]
to|nan||||LC|[]|[]
take|nan||||LC|[]|[]
on|nan||||LC|[]|[]
more|nan||||LC|[]|[]
of|nan||||LC|[]|[]
that|nan|||,|LC|[]|[]
uh|nan|||,|LC|[]|[]
opportunity|nan||||LC|[]|[]
as|nan||||LC|[]|[]
it|nan||||LC|[]|[]
presents|nan||||LC|[]|[]
itself|nan|||.|LC|[]|[]
Uh|nan|||,|UC|[]|[]
we|nan||||LC|[]|[]
think|nan||||LC|[]|[]
it's|nan||||LC|['1093:CONTRACTION']|['1093']
gonna|nan||||LC|['1094:CONTRACTION']|['1094']
be|nan||||LC|[]|[]
much|nan||||LC|[]|[]
bigger|nan||||LC|[]|[]
going|nan||||LC|[]|[]
forward|nan|||.|LC|[]|[]
But|nan||||UC|[]|[]
the|nan|||,|LC|[]|[]
the|nan||||LC|[]|[]
reality|nan||||LC|[]|[]
is|nan||||LC|[]|[]
as|nan||||LC|[]|[]
of|nan||||LC|[]|[]
now|nan|||,|LC|[]|[]
in|nan||||LC|[]|[]
Q1-19|nan|||,|CA|['1086:ALPHANUMERIC']|['1086']
we|nan||||LC|[]|[]
had|nan||||LC|[]|[]
about|nan||||LC|[]|['1097']
5%|nan||||LC|['1082:PERCENT']|['1082']
net|nan|||,|LC|[]|[]
represented|nan||||LC|[]|[]
about|nan||||LC|[]|['1098']
5%|nan||||LC|['1083:PERCENT']|['1083']
of|nan||||LC|[]|[]
our|nan||||LC|[]|[]
